iter	Logloss
499	0.3546379852
500	0.3543927002
501	0.3541925049
502	0.3539849472
503	0.3536466217
504	0.353423996
505	0.3529836273
506	0.3526113892
507	0.3523249817
508	0.3520312881
509	0.3518186188
510	0.3515919495
511	0.3509990692
512	0.350807991
513	0.3505691528
514	0.3503135681
515	0.3500866699
516	0.3498324966
517	0.3495426941
518	0.3493027115
519	0.3490313721
520	0.3488096619
521	0.3485678864
522	0.3482893753
523	0.3480491638
524	0.3478808212
525	0.347668457
526	0.3475339127
527	0.3473472595
528	0.3471892929
529	0.3469466019
530	0.3465802765
531	0.3462978363
532	0.3460021973
533	0.345870285
534	0.3456620026
535	0.3453946686
536	0.3451491547
537	0.3448778152
538	0.3447016144
539	0.3444132614
540	0.3443050003
541	0.3440897369
542	0.343936615
543	0.3438026428
544	0.343532486
545	0.3433301544
546	0.3432786942
547	0.3431446075
548	0.3428524399
549	0.342587738
550	0.3422978592
551	0.3420426941
552	0.3418721771
553	0.3416765976
554	0.341402359
555	0.3411042023
556	0.3408326721
557	0.3406780243
558	0.340596962
559	0.3403960419
560	0.3402137756
561	0.33978508
562	0.339500885
563	0.3391571045
564	0.3390623093
565	0.338700943
566	0.3386405563
567	0.3383023834
568	0.3381282043
569	0.3378510666
570	0.3377409744
571	0.33764534
572	0.3373006058
573	0.3371449661
574	0.3369263458
575	0.3367176819
576	0.3365432739
577	0.3361249542
578	0.3359343719
579	0.335723877
580	0.3354547119
581	0.3353708649
582	0.33501091
583	0.3349060822
584	0.3345747375
585	0.3342930222
586	0.3342640686
587	0.3340967941
588	0.3340497589
589	0.3339038086
590	0.333725853
591	0.3334415817
592	0.3332951355
593	0.3330948639
594	0.3329018021
595	0.3327469635
596	0.3325990295
597	0.3325046539
598	0.3324320984
599	0.3320422363
600	0.3317586136
601	0.3314545441
602	0.3313339996
603	0.3311160278
604	0.3309648895
605	0.3308043671
606	0.3304212952
607	0.3301224518
608	0.3295989227
609	0.32938591
610	0.3291620255
611	0.3290371323
612	0.3289625549
613	0.3288169098
614	0.3284992599
615	0.3281917572
616	0.3280275345
617	0.3277594757
618	0.3276437759
619	0.3274427795
620	0.3272377777
621	0.327197113
622	0.3271247864
623	0.3267686844
624	0.326492691
625	0.3262127686
626	0.3260240173
627	0.3258791351
628	0.3257930374
629	0.3255794525
630	0.325409317
631	0.3252386856
632	0.3251266861
633	0.3249102402
634	0.3245372009
635	0.3242564392
636	0.3240228653
637	0.323856163
638	0.32367836
639	0.3234183884
640	0.3231367111
641	0.3230832672
642	0.3229547119
643	0.3229191589
644	0.3227686691
645	0.3223943329
646	0.3223551559
647	0.3220346832
648	0.3216876221
649	0.3215882874
650	0.3213721085
651	0.3211939621
652	0.3208939362
653	0.3207679749
654	0.3206535339
655	0.3202112579
656	0.3200980377
657	0.3198110962
658	0.3196149063
659	0.319579792
660	0.3194118118
661	0.3190834808
662	0.3187584305
663	0.3184513092
664	0.3182399368
665	0.3179662704
666	0.3176561928
667	0.3176380157
668	0.3174424553
669	0.3173725128
670	0.3170878983
671	0.3170269775
672	0.3166098404
673	0.3163163757
674	0.3162262917
675	0.3158564377
676	0.315644455
677	0.3155945587
678	0.3155046082
679	0.3151912117
680	0.3150091171
681	0.3147803116
682	0.3142946243
683	0.3140428162
684	0.3137655449
685	0.3137145233
686	0.3135330582
687	0.3133357811
688	0.3130901337
689	0.3130176926
690	0.3127359962
691	0.3123358345
692	0.3122778702
693	0.3121627808
694	0.3120860863
695	0.3118354416
696	0.311721611
697	0.3115368652
698	0.3113728333
699	0.3112825775
700	0.3111362839
701	0.3108725357
702	0.3106018448
703	0.3103523445
704	0.3099829102
705	0.3095914078
706	0.3095191956
707	0.3092835617
708	0.3090333557
709	0.3089478302
710	0.3088576698
711	0.3086965179
712	0.308570137
713	0.3083737183
714	0.3080720711
715	0.308007164
716	0.3079117393
717	0.3078477669
718	0.3077303314
719	0.3076583862
720	0.307393074
721	0.3073475456
722	0.3071436691
723	0.3069697952
724	0.3068918419
725	0.3068055916
726	0.3067591858
727	0.3065200043
728	0.3064630508
729	0.3064002419
730	0.3062650108
731	0.3058978653
732	0.305729847
733	0.3054992485
734	0.3054675293
735	0.3054107094
736	0.3051747131
737	0.3051284027
738	0.3048389626
739	0.3044514084
740	0.3040797806
741	0.3040069962
742	0.3038027191
743	0.3037522697
744	0.3037040329
745	0.3034069824
746	0.3033547592
747	0.3033148193
748	0.3032701683
749	0.3032304382
750	0.303025074
751	0.3026208115
752	0.3025643921
753	0.3023376656
754	0.3023078156
755	0.3019758987
756	0.3017732239
757	0.3017012024
758	0.3014837646
759	0.3012712669
760	0.3012295914
761	0.301131897
762	0.3010852623
763	0.3009076691
764	0.3008120346
765	0.3007668877
766	0.3005447388
767	0.3003641701
768	0.30031147
769	0.3001500702
770	0.3000993919
771	0.2998366165
772	0.2997679901
773	0.2995899773
774	0.299329567
775	0.29911129
776	0.2989727783
777	0.2988202286
778	0.2987179947
779	0.2984841728
780	0.2984265709
781	0.2982361984
782	0.298175106
783	0.297905159
784	0.2978494263
785	0.2978045082
786	0.2974365997
787	0.2973064995
788	0.2972583389
789	0.2972092056
790	0.2970976639
791	0.2970205688
792	0.2969625092
793	0.296917305
794	0.2968360138
795	0.2967333794
796	0.2966812897
797	0.2966200829
798	0.296568203
799	0.2965081787
800	0.2964461517
801	0.296414547
802	0.2963547134
803	0.2963165092
804	0.2962488174
805	0.2961887741
806	0.296049118
807	0.2959984016
808	0.2955574226
809	0.2955220032
810	0.2954722977
811	0.2954252052
812	0.2953714371
813	0.2953195381
814	0.2952600861
815	0.2952084732
816	0.2951433754
817	0.2951024628
818	0.2948562622
819	0.2947059059
820	0.2943881798
821	0.2943282318
822	0.2942700577
823	0.294013176
824	0.2938603401
825	0.293782196
826	0.2937341881
827	0.2934341812
828	0.2933809662
829	0.2933272934
830	0.2932787704
831	0.2932124138
832	0.2931620407
833	0.2931106949
834	0.2929531479
835	0.2928967285
836	0.2928456879
837	0.2927997208
838	0.2927349854
839	0.2924464417
840	0.2923832703
841	0.2923130417
842	0.2922708702
843	0.2922142982
844	0.2921557808
845	0.2921048927
846	0.2920527267
847	0.2919960022
848	0.2919368362
849	0.2918852043
850	0.2918264771
851	0.2917775345
852	0.2917215157
853	0.291670742
854	0.2916114998
855	0.291558609
856	0.2914985847
857	0.2914375687
858	0.2913783264
859	0.2913366318
860	0.2910746002
861	0.2910174751
862	0.2909600639
863	0.2909101486
864	0.290860405
865	0.2908110046
866	0.290752449
867	0.29070364
868	0.290653019
869	0.2906010437
870	0.2905174255
871	0.2904559326
872	0.2903928566
873	0.2903445816
874	0.2902965355
875	0.2902203369
876	0.2899944115
877	0.2899391365
878	0.2897198296
879	0.2896567535
880	0.2895995712
881	0.2895490646
882	0.2894981766
883	0.2894464302
884	0.2893867683
885	0.2893266678
886	0.2892673111
887	0.2890094376
888	0.2887657928
889	0.28870327
890	0.2883395386
891	0.2882817841
892	0.2882256699
893	0.2879358482
894	0.2878767204
895	0.2878156281
896	0.2877535248
897	0.2876940155
898	0.2876398087
899	0.2875793457
900	0.2875240326
901	0.2874760818
902	0.287031517
903	0.2869737816
904	0.2869192696
905	0.2868599701
906	0.2868074036
907	0.2867546082
908	0.2865052795
909	0.2864447403
910	0.2863888168
911	0.2863376617
912	0.2862941742
913	0.2862427139
914	0.2861943817
915	0.2861393738
916	0.2860583115
917	0.2860062981
918	0.2859564972
919	0.285904007
920	0.2858453941
921	0.2856715012
922	0.2856136513
923	0.2853878021
924	0.2853296089
925	0.2852753448
926	0.2852191925
927	0.2851662064
928	0.2851102829
929	0.2850539398
930	0.2850006294
931	0.2849449158
932	0.2846351433
933	0.2845779037
934	0.2845223427
935	0.2843223572
936	0.2842663574
937	0.2842187881
938	0.2841672707
939	0.2841131401
940	0.2840610504
941	0.2840026474
942	0.2839471054
943	0.2838935852
944	0.2835515213
945	0.2834973907
946	0.2834363747
947	0.2833826447
948	0.2831021118
949	0.2830494499
950	0.2829957962
951	0.2829433441
952	0.2828869247
953	0.2826028442
954	0.2825497627
955	0.282498703
956	0.2824453926
957	0.2823892975
958	0.2823357773
959	0.2821469116
960	0.2819223022
961	0.2818676949
962	0.2818132591
963	0.2817594719
964	0.2817053223
965	0.2815108871
966	0.2814585304
967	0.281403904
968	0.281364212
969	0.2813119698
970	0.281262455
971	0.2812075424
972	0.2808950996
973	0.2808417892
974	0.280598793
975	0.2803689194
976	0.2803250122
977	0.2802812576
978	0.2802322388
979	0.2801794815
980	0.2801367569
981	0.2800865746
982	0.2800297928
983	0.2797323418
984	0.2794940376
985	0.2794445801
986	0.2793943405
987	0.2792442703
988	0.279192543
989	0.2791485786
990	0.2790919495
991	0.2790446091
992	0.2789959908
993	0.2789479446
994	0.2788948822
995	0.2788329315
996	0.2787823868
997	0.278732872
998	0.2786799622
999	0.2786343765
