kernel,num_clf_dim,epsilon,frocc_positive_roc_auc,frocc_negative_roc_auc,combined_roc_auc,combined_weights,svm_roc_auc,roc_auc_catboost
linear,431,0.9372185906456556,0.5639799091126525,0.4903133221717293,0.5692418081798613,[39.48679813  0.69932551],0.6120545324085147,0.6383640277445587
linear,992,0.6178640281180889,0.7380298507462687,0.8209552238805972,0.8769552238805971,[0.4 0.6],0.9983283582089553,1.0
