,Run ID,Kernel,Dimension,Epsilon,AUC of ROC Positive,AUC of ROC Negative,AUC of ROC Combined,Train Time,Test Time
0,0,linear,1000,0.01,0.8169272684198057,0.47998104714522627,0.6355129116323146,0.47925553231869106,1.1626525246417585
